20041231,UZB,population_total,Annual,25864350
20041231,UZB,population_growth_annual,Annual,1.1538
20041231,UZB,gdp_growth_annual,Annual,7.449
20101231,UZB,population_total,Annual,28562400
20101231,UZB,population_growth_annual,Annual,2.8228
20101231,UZB,gdp_growth_annual,Annual,7.5972
20101231,UZB,consumer_price_index,Annual,100
