20191231,USA,real_interest_rate,Annual,3.5445
20191231,USA,consumer_price_index,Annual,117.2442
20191231,USA,population_total,Annual,328329953
20201231,USA,real_interest_rate,Annual,2.1946
20201231,USA,consumer_price_index,Annual,118.6905
20201231,USA,population_total,Annual,331526933
